sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Electrical conductivity,Lattice thermal conductivity,Seebeck coefficient,Thermal conductivity,ZT,Electrical resistivity,Power factor,Figure of merit Z
7972,10.1039/c3ee41859f,26734,3(a),33528,Bi0.875Ba0.125CuSeO_ 3T-parallel,undefined,900,5198.1,0.17201,0.00019252,0.32049,0.55887,0.000192378,0.0001926621,0.0006011486
7972,10.1039/c3ee41859f,26734,3(a),33529,Bi0.875Ba0.125CuSeO_ 3T-perp,undefined,350,58728,0.52424,0.000099585,0.80465,0.24555,0.0000170277,0.0005824157,0.0007238125
7972,10.1039/c3ee41859f,26734,3(a),33529,Bi0.875Ba0.125CuSeO_ 3T-perp,undefined,400,55123,0.50067,0.00010784,0.77891,0.34327,0.0000181412,0.000641051,0.0008230104
7972,10.1039/c3ee41859f,26734,3(a),33529,Bi0.875Ba0.125CuSeO_ 3T-perp,undefined,450,51517,0.47709,0.00011609,0.75317,0.441,0.0000194111,0.0006942888,0.0009218222
7972,10.1039/c3ee41859f,26734,3(a),33529,Bi0.875Ba0.125CuSeO_ 3T-perp,undefined,500,47911,0.45352,0.00012434,0.72743,0.53873,0.000020872,0.0007407249,0.0010182766
7972,10.1039/c3ee41859f,26734,3(a),33529,Bi0.875Ba0.125CuSeO_ 3T-perp,undefined,550,44306,0.42995,0.0001326,0.70169,0.63645,0.0000225703,0.0007790218,0.0011102079
7972,10.1039/c3ee41859f,26734,3(a),33529,Bi0.875Ba0.125CuSeO_ 3T-perp,undefined,600,40700,0.40637,0.00014085,0.67595,0.73418,0.00002457,0.000807436,0.0011945203
7972,10.1039/c3ee41859f,26734,3(a),33529,Bi0.875Ba0.125CuSeO_ 3T-perp,undefined,650,37094,0.3828,0.0001491,0.65021,0.83191,0.0000269585,0.0008246297,0.0012682513
7972,10.1039/c3ee41859f,26734,3(a),33529,Bi0.875Ba0.125CuSeO_ 3T-perp,undefined,700,33489,0.35923,0.00015735,0.62447,0.92963,0.0000298606,0.0008291549,0.0013277738
7972,10.1039/c3ee41859f,26734,3(a),33529,Bi0.875Ba0.125CuSeO_ 3T-perp,undefined,750,29883,0.33565,0.00016561,0.59873,1.0274,0.0000334638,0.0008195912,0.0013688829
7972,10.1039/c3ee41859f,26734,3(a),33529,Bi0.875Ba0.125CuSeO_ 3T-perp,undefined,800,26278,0.31208,0.00017386,0.57299,1.1251,0.0000380546,0.000794313,0.0013862598
7972,10.1039/c3ee41859f,26734,3(a),33529,Bi0.875Ba0.125CuSeO_ 3T-perp,undefined,850,22672,0.28851,0.00018211,0.54725,1.2228,0.0000441073,0.0007518954,0.0013739523
7972,10.1039/c3ee41859f,26734,3(a),33529,Bi0.875Ba0.125CuSeO_ 3T-perp,undefined,900,19066,0.26493,0.00019036,0.52151,1.3205,0.0000524494,0.0006908933,0.001324794
7972,10.1039/c3ee41859f,26750,4(b),33529,Bi0.875Ba0.125CuSeO_ 3T-perp,undefined,300,,0.54781,,,0.14782,,,
